reservation_id,date,service,table_num,party_size,server_id,res_type,hour
28690,2024-05-05,Dinner,3,2,E011,Reservation,20
28691,2024-05-05,Dinner,11,4,E006,Reservation,20
28692,2024-05-05,Dinner,5,2,E009,Reservation,21
28693,2024-05-05,Dinner,11,2,E006,Reservation,18
28694,2024-05-05,Dinner,5,2,E005,Walk-in,19
28695,2024-05-05,Dinner,8,2,E005,Reservation,17
28696,2024-05-05,Dinner,14,6,E011,Walk-in,21
28697,2024-05-05,Dinner,5,2,E005,Walk-in,18
28698,2024-05-05,Dinner,6,2,E009,Reservation,17
28699,2024-05-05,Dinner,15,2,E001,Reservation,21
28700,2024-05-05,Dinner,11,2,E009,Reservation,17
28701,2024-05-05,Dinner,8,4,E006,Reservation,19
28702,2024-05-05,Dinner,3,2,E011,Walk-in,18
28703,2024-05-07,Lunch,9,4,E009,Reservation,12
28704,2024-05-07,Lunch,7,3,E005,Reservation,14
28705,2024-05-07,Lunch,13,2,E009,Walk-in,12
28706,2024-05-07,Lunch,9,2,E007,Reservation,12
28707,2024-05-07,Lunch,4,4,E005,Walk-in,12
28708,2024-05-07,Lunch,9,2,E011,Walk-in,13
28709,2024-05-07,Lunch,14,2,E001,Reservation,11
28710,2024-05-07,Lunch,16,2,E009,Reservation,11
28711,2024-05-07,Lunch,15,2,E011,Reservation,11
28712,2024-05-07,Lunch,11,4,E007,Walk-in,14
28713,2024-05-07,Lunch,5,2,E009,Walk-in,13
28714,2024-05-07,Lunch,7,3,E006,Reservation,12
28715,2024-05-07,Lunch,3,2,E011,Reservation,11
28716,2024-05-07,Dinner,15,3,E007,Walk-in,18
28717,2024-05-07,Dinner,8,4,E011,Reservation,19
28718,2024-05-07,Dinner,9,5,E006,Walk-in,19
28719,2024-05-07,Dinner,14,4,E005,Walk-in,19
28720,2024-05-07,Dinner,11,4,E005,Walk-in,17
28721,2024-05-07,Dinner,14,4,E007,Reservation,19
28722,2024-05-07,Dinner,10,2,E006,Walk-in,20
28723,2024-05-07,Dinner,2,1,E011,Walk-in,21
28724,2024-05-07,Dinner,2,4,E007,Reservation,19
28725,2024-05-07,Dinner,2,3,E006,Reservation,18
28726,2024-05-07,Dinner,13,4,E006,Walk-in,20
28727,2024-05-07,Dinner,16,4,E005,Walk-in,19
28728,2024-05-07,Dinner,8,2,E005,Reservation,20
28729,2024-05-07,Dinner,7,4,E011,Reservation,21
28730,2024-05-07,Dinner,10,5,E005,Reservation,20
28731,2024-05-07,Dinner,3,1,E007,Reservation,17
28732,2024-05-07,Dinner,1,4,E007,Reservation,17
28733,2024-05-07,Dinner,4,5,E011,Walk-in,20
28734,2024-05-08,Lunch,10,4,E007,Walk-in,13
28735,2024-05-08,Lunch,8,3,E009,Walk-in,12
28736,2024-05-08,Lunch,1,2,E005,Reservation,13
28737,2024-05-08,Lunch,6,2,E005,Walk-in,14
28738,2024-05-08,Lunch,9,4,E001,Reservation,14
28739,2024-05-08,Lunch,9,4,E001,Reservation,13
28740,2024-05-08,Lunch,1,1,E011,Reservation,13
28741,2024-05-08,Lunch,15,2,E006,Reservation,12
28742,2024-05-08,Lunch,2,2,E007,Reservation,11
28743,2024-05-08,Lunch,11,2,E011,Walk-in,13
28744,2024-05-08,Lunch,8,2,E005,Walk-in,12
28745,2024-05-08,Lunch,13,1,E009,Reservation,14
28746,2024-05-08,Dinner,9,2,E005,Walk-in,17
28747,2024-05-08,Dinner,15,2,E005,Reservation,17
28748,2024-05-08,Dinner,4,2,E011,Walk-in,18
28749,2024-05-08,Dinner,16,2,E009,Walk-in,18
28750,2024-05-08,Dinner,3,2,E005,Walk-in,20
28751,2024-05-08,Dinner,7,3,E005,Reservation,18
28752,2024-05-08,Dinner,6,1,E006,Reservation,21
28753,2024-05-08,Dinner,9,3,E006,Walk-in,17
28754,2024-05-08,Dinner,9,4,E007,Reservation,19
28755,2024-05-08,Dinner,6,4,E007,Walk-in,19
28756,2024-05-08,Dinner,5,4,E011,Reservation,20
28757,2024-05-08,Dinner,11,3,E007,Walk-in,20
28758,2024-05-08,Dinner,13,6,E007,Reservation,20
28759,2024-05-08,Dinner,2,2,E009,Reservation,18
28760,2024-05-08,Dinner,7,4,E007,Reservation,21
28761,2024-05-08,Dinner,16,4,E006,Reservation,18
28762,2024-05-08,Dinner,15,6,E009,Reservation,19
28763,2024-05-08,Dinner,7,2,E006,Walk-in,21
28764,2024-05-09,Lunch,10,3,E005,Reservation,11
28765,2024-05-09,Lunch,4,2,E011,Reservation,14
28766,2024-05-09,Lunch,4,5,E005,Walk-in,11
28767,2024-05-09,Lunch,10,2,E011,Reservation,12
28768,2024-05-09,Lunch,15,2,E009,Reservation,13
28769,2024-05-09,Lunch,9,4,E005,Walk-in,14
28770,2024-05-09,Lunch,1,3,E006,Walk-in,13
28771,2024-05-09,Lunch,2,3,E005,Reservation,12
28772,2024-05-09,Lunch,15,2,E006,Reservation,13
28773,2024-05-09,Lunch,14,3,E009,Reservation,13
28774,2024-05-09,Lunch,3,2,E011,Reservation,12
28775,2024-05-09,Lunch,9,3,E009,Reservation,11
28776,2024-05-09,Dinner,8,6,E007,Reservation,19
28777,2024-05-09,Dinner,7,3,E005,Reservation,18
28778,2024-05-09,Dinner,7,3,E001,Walk-in,17
28779,2024-05-09,Dinner,12,2,E011,Reservation,19
28780,2024-05-09,Dinner,5,3,E006,Reservation,21
28781,2024-05-09,Dinner,10,4,E006,Reservation,18
28782,2024-05-09,Dinner,12,5,E009,Reservation,19
28783,2024-05-09,Dinner,2,4,E006,Reservation,21
28784,2024-05-09,Dinner,7,3,E005,Walk-in,21
28785,2024-05-09,Dinner,12,4,E011,Walk-in,20
28786,2024-05-09,Dinner,16,2,E006,Walk-in,20
28787,2024-05-09,Dinner,11,5,E005,Reservation,19
28788,2024-05-09,Dinner,7,3,E009,Walk-in,19
28789,2024-05-09,Dinner,5,5,E009,Reservation,20
28790,2024-05-09,Dinner,16,1,E011,Walk-in,19
28791,2024-05-09,Dinner,1,2,E011,Walk-in,19
28792,2024-05-09,Dinner,16,4,E009,Walk-in,21
28793,2024-05-10,Lunch,6,4,E009,Reservation,11
28794,2024-05-10,Lunch,3,2,E007,Reservation,11
28795,2024-05-10,Lunch,6,1,E005,Walk-in,13
28796,2024-05-10,Lunch,7,4,E007,Reservation,12
28797,2024-05-10,Lunch,8,2,E011,Reservation,12
28798,2024-05-10,Lunch,7,2,E007,Reservation,12
28799,2024-05-10,Lunch,8,4,E006,Reservation,14
28800,2024-05-10,Lunch,1,2,E006,Reservation,14
28801,2024-05-10,Lunch,14,2,E006,Walk-in,11
28802,2024-05-10,Lunch,6,2,E011,Walk-in,11
28803,2024-05-10,Lunch,1,3,E005,Reservation,13
28804,2024-05-10,Lunch,12,2,E005,Walk-in,12
28805,2024-05-10,Lunch,1,2,E005,Reservation,14
28806,2024-05-10,Dinner,1,3,E007,Walk-in,20
28807,2024-05-10,Dinner,5,4,E005,Reservation,18
28808,2024-05-10,Dinner,5,6,E009,Walk-in,18
28809,2024-05-10,Dinner,8,4,E011,Reservation,19
28810,2024-05-10,Dinner,13,2,E006,Walk-in,21
28811,2024-05-10,Dinner,10,6,E005,Walk-in,19
28812,2024-05-10,Dinner,13,4,E006,Reservation,20
28813,2024-05-10,Dinner,4,3,E005,Walk-in,19
28814,2024-05-10,Dinner,6,5,E009,Reservation,20
28815,2024-05-10,Dinner,7,2,E009,Walk-in,19
28816,2024-05-10,Dinner,7,2,E005,Reservation,19
28817,2024-05-10,Dinner,7,5,E005,Walk-in,20
28818,2024-05-10,Dinner,7,2,E011,Reservation,20
28819,2024-05-10,Dinner,15,3,E001,Reservation,18
28820,2024-05-10,Dinner,4,5,E006,Walk-in,21
28821,2024-05-10,Dinner,2,6,E011,Reservation,20
28822,2024-05-10,Dinner,15,2,E005,Reservation,18
28823,2024-05-10,Dinner,14,2,E007,Reservation,17
28824,2024-05-10,Dinner,10,5,E005,Reservation,17
28825,2024-05-10,Dinner,13,6,E011,Walk-in,21
28826,2024-05-10,Dinner,1,2,E009,Reservation,20
28827,2024-05-10,Dinner,9,2,E011,Reservation,17
28828,2024-05-10,Dinner,11,1,E011,Reservation,18
28829,2024-05-10,Dinner,2,4,E005,Reservation,19
28830,2024-05-10,Dinner,5,2,E007,Reservation,19
28831,2024-05-10,Dinner,1,4,E005,Reservation,21
28832,2024-05-10,Dinner,6,3,E006,Reservation,20
28833,2024-05-10,Dinner,11,1,E007,Walk-in,18
28834,2024-05-10,Dinner,2,4,E005,Reservation,20
28835,2024-05-11,Dinner,16,4,E009,Walk-in,17
28836,2024-05-11,Dinner,13,4,E011,Reservation,17
28837,2024-05-11,Dinner,4,2,E007,Walk-in,19
28838,2024-05-11,Dinner,6,4,E011,Reservation,19
28839,2024-05-11,Dinner,8,4,E009,Reservation,20
28840,2024-05-11,Dinner,6,2,E006,Walk-in,20
28841,2024-05-11,Dinner,5,4,E009,Reservation,18
28842,2024-05-11,Dinner,11,5,E009,Reservation,19
28843,2024-05-11,Dinner,16,2,E011,Reservation,20
28844,2024-05-11,Dinner,1,2,E006,Reservation,18
28845,2024-05-11,Dinner,14,2,E006,Reservation,17
28846,2024-05-11,Dinner,2,2,E007,Reservation,17
28847,2024-05-11,Dinner,11,3,E009,Walk-in,19
28848,2024-05-11,Dinner,16,3,E005,Walk-in,21
28849,2024-05-11,Dinner,11,6,E009,Walk-in,20
28850,2024-05-11,Dinner,3,3,E006,Walk-in,20
28851,2024-05-11,Dinner,8,6,E011,Reservation,20
28852,2024-05-11,Dinner,6,6,E005,Reservation,21
28853,2024-05-11,Dinner,16,2,E005,Walk-in,19
28854,2024-05-11,Dinner,1,2,E007,Reservation,20
28855,2024-05-11,Dinner,6,3,E005,Walk-in,18
28856,2024-05-11,Dinner,16,4,E007,Walk-in,19
28857,2024-05-11,Dinner,12,3,E006,Walk-in,19
28858,2024-05-11,Dinner,3,4,E007,Walk-in,18
28859,2024-05-11,Dinner,14,4,E001,Reservation,18
28860,2024-05-11,Dinner,10,3,E011,Reservation,20
28861,2024-05-11,Dinner,15,5,E006,Walk-in,17
28862,2024-05-11,Dinner,7,5,E007,Reservation,21
28863,2024-05-11,Dinner,5,2,E006,Reservation,19
28864,2024-05-11,Dinner,7,2,E005,Reservation,17
28865,2024-05-11,Dinner,9,2,E011,Reservation,17
28866,2024-05-12,Dinner,3,5,E007,Walk-in,17
28867,2024-05-12,Dinner,14,3,E009,Walk-in,19
28868,2024-05-12,Dinner,5,6,E006,Walk-in,17
28869,2024-05-12,Dinner,12,4,E011,Reservation,19
28870,2024-05-12,Dinner,1,2,E011,Walk-in,21
28871,2024-05-12,Dinner,16,4,E011,Reservation,20
28872,2024-05-12,Dinner,10,2,E011,Reservation,17
28873,2024-05-12,Dinner,16,4,E005,Reservation,21
28874,2024-05-12,Dinner,11,3,E009,Reservation,21
28875,2024-05-12,Dinner,7,3,E005,Walk-in,19
28876,2024-05-12,Dinner,5,4,E009,Reservation,18
28877,2024-05-12,Dinner,13,2,E011,Walk-in,17
28878,2024-05-12,Dinner,1,3,E007,Walk-in,20
28879,2024-05-12,Dinner,13,2,E007,Walk-in,18
28880,2024-05-12,Dinner,2,3,E006,Reservation,18
28881,2024-05-12,Dinner,14,2,E011,Reservation,19
28882,2024-05-12,Dinner,15,2,E006,Reservation,18
28883,2024-05-12,Dinner,7,2,E001,Reservation,19
28884,2024-05-12,Dinner,1,5,E009,Reservation,17
28885,2024-05-12,Dinner,15,3,E005,Reservation,17
28886,2024-05-12,Dinner,16,2,E005,Reservation,19
28887,2024-05-12,Dinner,13,4,E005,Reservation,17
28888,2024-05-12,Dinner,3,2,E005,Walk-in,19
28889,2024-05-12,Dinner,1,6,E011,Reservation,17
28890,2024-05-12,Dinner,9,3,E009,Reservation,17
28891,2024-05-12,Dinner,6,2,E006,Walk-in,19
28892,2024-05-12,Dinner,11,2,E009,Walk-in,17
28893,2024-05-12,Dinner,6,2,E005,Reservation,21
28894,2024-05-12,Dinner,14,4,E011,Reservation,21
28895,2024-05-14,Lunch,10,2,E007,Walk-in,11
28896,2024-05-14,Lunch,1,3,E007,Walk-in,11
28897,2024-05-14,Lunch,9,2,E005,Walk-in,14
28898,2024-05-14,Lunch,12,4,E005,Reservation,14
28899,2024-05-14,Lunch,14,2,E005,Walk-in,12
28900,2024-05-14,Lunch,14,3,E009,Walk-in,14
28901,2024-05-14,Lunch,16,2,E001,Walk-in,12
28902,2024-05-14,Lunch,3,2,E007,Reservation,11
28903,2024-05-14,Lunch,2,2,E009,Reservation,14
28904,2024-05-14,Lunch,4,2,E011,Walk-in,12
28905,2024-05-14,Dinner,10,4,E009,Walk-in,21
28906,2024-05-14,Dinner,4,6,E001,Reservation,19
28907,2024-05-14,Dinner,7,4,E005,Walk-in,17
28908,2024-05-14,Dinner,13,4,E005,Walk-in,20
28909,2024-05-14,Dinner,13,2,E005,Reservation,19
28910,2024-05-14,Dinner,7,2,E007,Reservation,20
28911,2024-05-14,Dinner,14,3,E011,Reservation,19
28912,2024-05-14,Dinner,6,4,E005,Reservation,19
28913,2024-05-14,Dinner,7,2,E009,Reservation,17
28914,2024-05-14,Dinner,10,5,E006,Walk-in,21
28915,2024-05-14,Dinner,6,4,E005,Walk-in,17
28916,2024-05-14,Dinner,11,4,E009,Reservation,18
28917,2024-05-14,Dinner,7,4,E006,Reservation,17
28918,2024-05-14,Dinner,3,4,E007,Reservation,17
28919,2024-05-15,Lunch,3,4,E005,Reservation,14
28920,2024-05-15,Lunch,10,1,E005,Reservation,13
28921,2024-05-15,Lunch,10,1,E009,Walk-in,14
28922,2024-05-15,Lunch,8,2,E009,Reservation,12
28923,2024-05-15,Lunch,11,1,E006,Walk-in,11
28924,2024-05-15,Lunch,12,2,E007,Walk-in,11
28925,2024-05-15,Lunch,16,4,E006,Reservation,12
28926,2024-05-15,Lunch,1,2,E006,Reservation,11
28927,2024-05-15,Lunch,14,3,E006,Reservation,11
28928,2024-05-15,Lunch,10,2,E005,Walk-in,13
28929,2024-05-15,Dinner,12,3,E009,Reservation,18
28930,2024-05-15,Dinner,7,3,E009,Reservation,21
28931,2024-05-15,Dinner,14,3,E009,Walk-in,19
28932,2024-05-15,Dinner,9,3,E009,Reservation,19
28933,2024-05-15,Dinner,14,4,E007,Reservation,19
28934,2024-05-15,Dinner,12,2,E005,Reservation,18
28935,2024-05-15,Dinner,13,4,E009,Walk-in,21
28936,2024-05-15,Dinner,10,2,E007,Reservation,17
28937,2024-05-15,Dinner,8,3,E007,Walk-in,18
28938,2024-05-15,Dinner,4,4,E007,Reservation,20
28939,2024-05-15,Dinner,12,3,E011,Reservation,19
28940,2024-05-15,Dinner,3,3,E007,Walk-in,17
28941,2024-05-15,Dinner,3,2,E006,Reservation,17
28942,2024-05-15,Dinner,4,3,E009,Walk-in,19
28943,2024-05-15,Dinner,3,5,E011,Reservation,18
28944,2024-05-16,Lunch,10,2,E006,Reservation,13
28945,2024-05-16,Lunch,3,4,E009,Reservation,14
28946,2024-05-16,Lunch,14,3,E009,Reservation,14
28947,2024-05-16,Lunch,13,2,E011,Reservation,11
28948,2024-05-16,Lunch,4,1,E009,Walk-in,14
28949,2024-05-16,Lunch,3,4,E005,Reservation,11
28950,2024-05-16,Lunch,8,3,E007,Walk-in,12
28951,2024-05-16,Lunch,7,4,E001,Reservation,11
28952,2024-05-16,Lunch,2,4,E006,Reservation,11
28953,2024-05-16,Lunch,14,2,E006,Walk-in,11
28954,2024-05-16,Lunch,14,4,E011,Reservation,13
28955,2024-05-16,Dinner,1,2,E011,Walk-in,21
28956,2024-05-16,Dinner,4,4,E007,Reservation,20
28957,2024-05-16,Dinner,9,3,E007,Reservation,18
28958,2024-05-16,Dinner,9,2,E009,Reservation,19
28959,2024-05-16,Dinner,1,4,E009,Reservation,21
28960,2024-05-16,Dinner,15,2,E009,Reservation,21
28961,2024-05-16,Dinner,16,2,E011,Reservation,19
28962,2024-05-16,Dinner,6,2,E007,Walk-in,18
28963,2024-05-16,Dinner,6,2,E006,Reservation,20
28964,2024-05-16,Dinner,7,6,E011,Reservation,17
28965,2024-05-16,Dinner,9,2,E005,Reservation,17
28966,2024-05-16,Dinner,9,3,E001,Reservation,20
28967,2024-05-16,Dinner,11,4,E009,Reservation,20
28968,2024-05-16,Dinner,7,2,E007,Walk-in,17
28969,2024-05-16,Dinner,11,2,E009,Reservation,18
28970,2024-05-16,Dinner,11,2,E006,Reservation,19
28971,2024-05-17,Lunch,11,3,E005,Reservation,14
28972,2024-05-17,Lunch,1,1,E011,Reservation,13
28973,2024-05-17,Lunch,7,4,E001,Walk-in,13
28974,2024-05-17,Lunch,16,6,E007,Walk-in,11
28975,2024-05-17,Lunch,11,5,E007,Walk-in,13
28976,2024-05-17,Lunch,12,2,E009,Walk-in,13
28977,2024-05-17,Lunch,1,2,E005,Walk-in,14
28978,2024-05-17,Lunch,14,2,E005,Walk-in,11
28979,2024-05-17,Lunch,5,2,E001,Walk-in,13
28980,2024-05-17,Lunch,4,5,E011,Reservation,13
28981,2024-05-17,Lunch,13,5,E005,Reservation,13
28982,2024-05-17,Lunch,4,3,E009,Walk-in,12
28983,2024-05-17,Dinner,13,4,E007,Reservation,20
28984,2024-05-17,Dinner,16,1,E011,Reservation,19
28985,2024-05-17,Dinner,8,6,E005,Walk-in,19
28986,2024-05-17,Dinner,11,3,E005,Walk-in,18
28987,2024-05-17,Dinner,8,4,E005,Walk-in,18
28988,2024-05-17,Dinner,15,5,E011,Walk-in,19
28989,2024-05-17,Dinner,11,2,E006,Reservation,21
28990,2024-05-17,Dinner,16,4,E005,Reservation,20
28991,2024-05-17,Dinner,5,2,E011,Walk-in,21
28992,2024-05-17,Dinner,12,3,E011,Walk-in,17
28993,2024-05-17,Dinner,15,5,E011,Reservation,18
28994,2024-05-17,Dinner,5,3,E007,Walk-in,18
28995,2024-05-17,Dinner,5,4,E006,Walk-in,19
28996,2024-05-17,Dinner,4,2,E009,Reservation,20
28997,2024-05-17,Dinner,9,3,E009,Walk-in,21
28998,2024-05-17,Dinner,7,3,E001,Walk-in,19
28999,2024-05-17,Dinner,2,2,E011,Walk-in,20
29000,2024-05-17,Dinner,1,2,E011,Walk-in,20
29001,2024-05-17,Dinner,3,2,E001,Walk-in,21
29002,2024-05-17,Dinner,11,2,E009,Reservation,20
29003,2024-05-17,Dinner,5,2,E005,Reservation,19
29004,2024-05-17,Dinner,11,4,E011,Reservation,21
29005,2024-05-17,Dinner,1,3,E011,Reservation,20
29006,2024-05-17,Dinner,12,2,E011,Walk-in,19
29007,2024-05-17,Dinner,1,3,E005,Walk-in,17
29008,2024-05-17,Dinner,12,4,E005,Walk-in,20
29009,2024-05-17,Dinner,7,4,E009,Reservation,18
29010,2024-05-18,Dinner,15,3,E011,Walk-in,20
29011,2024-05-18,Dinner,4,5,E005,Reservation,19
29012,2024-05-18,Dinner,14,3,E007,Walk-in,18
29013,2024-05-18,Dinner,10,2,E005,Walk-in,19
29014,2024-05-18,Dinner,7,5,E011,Walk-in,19
29015,2024-05-18,Dinner,3,5,E005,Reservation,21
29016,2024-05-18,Dinner,12,2,E007,Reservation,21
29017,2024-05-18,Dinner,11,3,E009,Reservation,21
29018,2024-05-18,Dinner,11,2,E011,Walk-in,21
29019,2024-05-18,Dinner,9,2,E009,Reservation,19
29020,2024-05-18,Dinner,1,3,E011,Reservation,21
29021,2024-05-18,Dinner,8,4,E007,Walk-in,20
29022,2024-05-18,Dinner,10,2,E005,Reservation,18
29023,2024-05-18,Dinner,11,2,E007,Reservation,17
29024,2024-05-18,Dinner,8,6,E007,Reservation,17
29025,2024-05-18,Dinner,14,5,E011,Reservation,21
29026,2024-05-18,Dinner,3,3,E011,Reservation,19
29027,2024-05-18,Dinner,15,4,E011,Reservation,19
29028,2024-05-18,Dinner,10,1,E011,Reservation,17
29029,2024-05-18,Dinner,13,4,E006,Walk-in,19
29030,2024-05-18,Dinner,10,2,E006,Walk-in,20
29031,2024-05-18,Dinner,3,3,E006,Walk-in,18
29032,2024-05-18,Dinner,11,2,E007,Walk-in,21
29033,2024-05-18,Dinner,7,1,E005,Walk-in,20
29034,2024-05-18,Dinner,16,1,E011,Reservation,18
29035,2024-05-18,Dinner,1,5,E009,Reservation,20
29036,2024-05-18,Dinner,3,4,E007,Walk-in,17
29037,2024-05-18,Dinner,7,5,E005,Reservation,17
29038,2024-05-19,Dinner,7,4,E005,Walk-in,20
29039,2024-05-19,Dinner,13,2,E011,Walk-in,20
29040,2024-05-19,Dinner,12,3,E007,Reservation,21
29041,2024-05-19,Dinner,5,5,E007,Walk-in,19
29042,2024-05-19,Dinner,6,3,E011,Walk-in,18
29043,2024-05-19,Dinner,12,3,E007,Reservation,21
29044,2024-05-19,Dinner,4,3,E009,Reservation,20
29045,2024-05-19,Dinner,6,2,E007,Reservation,17
29046,2024-05-19,Dinner,3,3,E006,Walk-in,19
29047,2024-05-19,Dinner,6,6,E011,Walk-in,20
29048,2024-05-19,Dinner,16,4,E011,Walk-in,17
29049,2024-05-19,Dinner,15,1,E006,Reservation,21
29050,2024-05-19,Dinner,6,3,E009,Reservation,19
29051,2024-05-19,Dinner,7,4,E007,Reservation,21
29052,2024-05-19,Dinner,5,2,E006,Reservation,19
29053,2024-05-19,Dinner,11,4,E006,Walk-in,18
29054,2024-05-19,Dinner,3,5,E007,Reservation,17
29055,2024-05-19,Dinner,9,3,E011,Walk-in,18
29056,2024-05-19,Dinner,9,1,E009,Reservation,18
29057,2024-05-19,Dinner,3,4,E006,Walk-in,18
29058,2024-05-19,Dinner,4,1,E007,Walk-in,20
29059,2024-05-19,Dinner,9,2,E006,Reservation,21
29060,2024-05-19,Dinner,1,4,E007,Reservation,17
29061,2024-05-19,Dinner,7,2,E009,Reservation,18
29062,2024-05-19,Dinner,8,4,E009,Reservation,19
29063,2024-05-21,Lunch,13,2,E006,Reservation,14
29064,2024-05-21,Lunch,13,4,E011,Reservation,13
29065,2024-05-21,Lunch,10,4,E006,Walk-in,12
29066,2024-05-21,Lunch,1,4,E011,Reservation,14
29067,2024-05-21,Lunch,4,6,E009,Reservation,12
29068,2024-05-21,Lunch,1,2,E011,Reservation,11
29069,2024-05-21,Lunch,7,2,E005,Walk-in,12
29070,2024-05-21,Lunch,6,2,E005,Walk-in,14
29071,2024-05-21,Lunch,16,6,E009,Reservation,12
29072,2024-05-21,Lunch,3,4,E009,Reservation,12
29073,2024-05-21,Lunch,15,2,E011,Walk-in,14
29074,2024-05-21,Lunch,8,2,E006,Reservation,11
29075,2024-05-21,Dinner,4,2,E007,Walk-in,21
29076,2024-05-21,Dinner,9,4,E005,Walk-in,18
29077,2024-05-21,Dinner,7,4,E007,Walk-in,19
29078,2024-05-21,Dinner,14,4,E006,Walk-in,21
29079,2024-05-21,Dinner,15,2,E009,Reservation,19
29080,2024-05-21,Dinner,12,1,E006,Reservation,17
29081,2024-05-21,Dinner,14,4,E007,Walk-in,17
29082,2024-05-21,Dinner,14,2,E005,Walk-in,20
29083,2024-05-21,Dinner,13,4,E007,Reservation,17
29084,2024-05-21,Dinner,12,4,E007,Walk-in,20
29085,2024-05-21,Dinner,15,2,E011,Walk-in,21
29086,2024-05-21,Dinner,15,3,E009,Reservation,19
29087,2024-05-21,Dinner,5,2,E011,Reservation,21
29088,2024-05-21,Dinner,7,2,E011,Reservation,20
29089,2024-05-21,Dinner,2,2,E006,Walk-in,21
29090,2024-05-21,Dinner,1,2,E005,Reservation,19
29091,2024-05-21,Dinner,11,5,E007,Walk-in,21
29092,2024-05-22,Lunch,2,2,E005,Walk-in,14
29093,2024-05-22,Lunch,11,4,E007,Reservation,14
29094,2024-05-22,Lunch,9,2,E009,Walk-in,13
29095,2024-05-22,Lunch,5,6,E007,Reservation,14
29096,2024-05-22,Lunch,15,2,E001,Walk-in,11
29097,2024-05-22,Lunch,3,4,E005,Reservation,12
29098,2024-05-22,Lunch,13,2,E011,Walk-in,12
29099,2024-05-22,Lunch,14,4,E005,Reservation,12
29100,2024-05-22,Lunch,11,2,E006,Walk-in,12
29101,2024-05-22,Lunch,7,4,E007,Walk-in,12
29102,2024-05-22,Lunch,4,3,E005,Reservation,14
29103,2024-05-22,Dinner,11,4,E007,Reservation,20
29104,2024-05-22,Dinner,10,4,E005,Walk-in,20
29105,2024-05-22,Dinner,7,6,E011,Walk-in,19
29106,2024-05-22,Dinner,14,5,E005,Walk-in,17
29107,2024-05-22,Dinner,11,2,E011,Walk-in,18
29108,2024-05-22,Dinner,11,4,E006,Reservation,17
29109,2024-05-22,Dinner,15,4,E011,Walk-in,20
29110,2024-05-22,Dinner,5,6,E007,Reservation,20
29111,2024-05-22,Dinner,12,6,E009,Reservation,19
29112,2024-05-22,Dinner,6,5,E001,Reservation,20
29113,2024-05-22,Dinner,13,2,E009,Reservation,21
29114,2024-05-22,Dinner,16,2,E006,Walk-in,20
29115,2024-05-22,Dinner,13,5,E011,Walk-in,21
29116,2024-05-22,Dinner,8,2,E011,Walk-in,18
29117,2024-05-22,Dinner,13,2,E005,Reservation,19
29118,2024-05-22,Dinner,16,2,E007,Walk-in,18
29119,2024-05-23,Lunch,15,2,E006,Walk-in,12
29120,2024-05-23,Lunch,2,2,E011,Reservation,12
29121,2024-05-23,Lunch,1,2,E007,Reservation,11
29122,2024-05-23,Lunch,14,2,E011,Reservation,14
29123,2024-05-23,Lunch,10,3,E011,Reservation,14
29124,2024-05-23,Lunch,13,3,E011,Walk-in,14
29125,2024-05-23,Lunch,11,3,E007,Walk-in,11
29126,2024-05-23,Lunch,14,6,E006,Reservation,14
29127,2024-05-23,Lunch,8,4,E011,Walk-in,11
29128,2024-05-23,Lunch,7,2,E005,Reservation,14
29129,2024-05-23,Lunch,15,6,E005,Reservation,14
29130,2024-05-23,Dinner,14,4,E006,Reservation,21
29131,2024-05-23,Dinner,13,2,E001,Walk-in,17
29132,2024-05-23,Dinner,1,3,E006,Walk-in,17
29133,2024-05-23,Dinner,11,3,E005,Reservation,17
29134,2024-05-23,Dinner,11,3,E009,Reservation,17
29135,2024-05-23,Dinner,4,3,E011,Reservation,20
29136,2024-05-23,Dinner,11,4,E009,Reservation,18
29137,2024-05-23,Dinner,1,3,E011,Reservation,17
29138,2024-05-23,Dinner,1,5,E011,Reservation,20
29139,2024-05-23,Dinner,12,4,E005,Reservation,17
29140,2024-05-23,Dinner,12,5,E005,Reservation,17
29141,2024-05-23,Dinner,15,3,E005,Reservation,19
29142,2024-05-23,Dinner,4,3,E005,Reservation,20
29143,2024-05-23,Dinner,5,5,E006,Reservation,21
29144,2024-05-23,Dinner,2,2,E009,Reservation,18
29145,2024-05-23,Dinner,14,2,E005,Reservation,18
29146,2024-05-24,Lunch,5,2,E005,Walk-in,13
29147,2024-05-24,Lunch,11,4,E001,Walk-in,12
29148,2024-05-24,Lunch,9,2,E006,Walk-in,11
29149,2024-05-24,Lunch,7,2,E009,Walk-in,13
29150,2024-05-24,Lunch,16,2,E001,Reservation,12
29151,2024-05-24,Lunch,9,2,E011,Reservation,13
29152,2024-05-24,Lunch,3,4,E007,Reservation,12
29153,2024-05-24,Lunch,3,2,E007,Reservation,13
29154,2024-05-24,Lunch,2,3,E006,Reservation,14
29155,2024-05-24,Lunch,5,3,E006,Reservation,14
29156,2024-05-24,Dinner,6,4,E009,Walk-in,19
29157,2024-05-24,Dinner,2,2,E005,Walk-in,18
29158,2024-05-24,Dinner,7,2,E005,Walk-in,20
29159,2024-05-24,Dinner,3,4,E006,Reservation,20
29160,2024-05-24,Dinner,5,3,E005,Walk-in,17
29161,2024-05-24,Dinner,10,4,E007,Reservation,20
29162,2024-05-24,Dinner,13,3,E001,Walk-in,21
29163,2024-05-24,Dinner,16,1,E011,Walk-in,21
