purchase_id,date,ingredient_category,supplier,qty,unit,unit_cost,total_cost
4650,2024-04-05,seafood,North Fork Seafood,22,lb,15.54,334.25
4651,2024-04-05,bread_pastry,Fresca Bakehouse LI,93,unit,2.44,224.41
4652,2024-04-09,fresh_produce,Island Fresh Farms,3,case,75.48,225.55
4653,2024-04-09,meat_poultry,Tri-State Meats Co.,42,lb,9.44,368.9
4654,2024-04-09,seafood,North Fork Seafood,22,lb,15.54,340.89
4655,2024-04-09,pasta_dry,DeCecco Imports,2,case,46.62,100.62
4656,2024-04-09,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,214.98
4657,2024-04-09,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,99.29
4658,2024-04-09,wine_inventory,Sherry-Lehmann Wine,4,case,199.8,821.74
4659,2024-04-09,beer_spirits,Republic National Dist.,2,case,155.4,319.22
4660,2024-04-09,bread_pastry,Fresca Bakehouse LI,80,unit,2.44,198.81
4661,2024-04-09,paper_supplies,Restaurant Depot,1,case,61.05,68.2
4662,2024-04-12,fresh_produce,Island Fresh Farms,4,case,75.48,317.13
4663,2024-04-12,meat_poultry,Tri-State Meats Co.,53,lb,9.44,500.4
4664,2024-04-12,seafood,North Fork Seafood,29,lb,15.54,433.17
4665,2024-04-12,bread_pastry,Fresca Bakehouse LI,66,unit,2.44,168.46
4666,2024-04-16,fresh_produce,Island Fresh Farms,3,case,75.48,217.75
4667,2024-04-16,meat_poultry,Tri-State Meats Co.,45,lb,9.44,425.17
4668,2024-04-16,seafood,North Fork Seafood,25,lb,15.54,358.98
4669,2024-04-16,pasta_dry,DeCecco Imports,2,case,46.62,100.72
4670,2024-04-16,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,210.35
4671,2024-04-16,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,95.72
4672,2024-04-16,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,573.63
4673,2024-04-16,beer_spirits,Republic National Dist.,2,case,155.4,319.5
4674,2024-04-16,bread_pastry,Fresca Bakehouse LI,75,unit,2.44,188.14
4675,2024-04-16,paper_supplies,Restaurant Depot,1,case,61.05,61.69
4676,2024-04-19,fresh_produce,Island Fresh Farms,3,case,75.48,242.33
4677,2024-04-19,meat_poultry,Tri-State Meats Co.,62,lb,9.44,584.11
4678,2024-04-19,seafood,North Fork Seafood,21,lb,15.54,302.68
4679,2024-04-19,bread_pastry,Fresca Bakehouse LI,76,unit,2.44,159.61
4680,2024-04-23,fresh_produce,Island Fresh Farms,3,case,75.48,217.79
4681,2024-04-23,meat_poultry,Tri-State Meats Co.,53,lb,9.44,505.71
4682,2024-04-23,seafood,North Fork Seafood,22,lb,15.54,345.84
4683,2024-04-23,pasta_dry,DeCecco Imports,2,case,46.62,87.39
4684,2024-04-23,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,202.89
4685,2024-04-23,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,101.44
4686,2024-04-23,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,588.82
4687,2024-04-23,beer_spirits,Republic National Dist.,2,case,155.4,300.14
4688,2024-04-23,bread_pastry,Fresca Bakehouse LI,68,unit,2.44,168.39
4689,2024-04-23,paper_supplies,Restaurant Depot,1,case,61.05,59.06
4690,2024-04-26,fresh_produce,Island Fresh Farms,4,case,75.48,314.31
4691,2024-04-26,meat_poultry,Tri-State Meats Co.,51,lb,9.44,471.94
4692,2024-04-26,seafood,North Fork Seafood,23,lb,15.54,336.56
4693,2024-04-26,bread_pastry,Fresca Bakehouse LI,87,unit,2.44,201.21
4694,2024-04-30,fresh_produce,Island Fresh Farms,3,case,75.48,226.79
4695,2024-04-30,meat_poultry,Tri-State Meats Co.,46,lb,9.44,406.98
4696,2024-04-30,seafood,North Fork Seafood,24,lb,15.54,391.77
4697,2024-04-30,pasta_dry,DeCecco Imports,2,case,46.62,92.51
4698,2024-04-30,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,215.9
4699,2024-04-30,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,91.22
4700,2024-04-30,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,566.75
4701,2024-04-30,beer_spirits,Republic National Dist.,2,case,155.4,315.56
4702,2024-04-30,bread_pastry,Fresca Bakehouse LI,82,unit,2.44,200.58
4703,2024-04-30,paper_supplies,Restaurant Depot,1,case,61.05,61.66
4704,2024-05-03,fresh_produce,Island Fresh Farms,3,case,75.48,232.84
4705,2024-05-03,meat_poultry,Tri-State Meats Co.,49,lb,9.44,459.69
4706,2024-05-03,seafood,North Fork Seafood,22,lb,15.54,321.04
4707,2024-05-03,bread_pastry,Fresca Bakehouse LI,78,unit,2.44,188.64
4708,2024-05-07,fresh_produce,Island Fresh Farms,2,case,75.48,152.09
4709,2024-05-07,meat_poultry,Tri-State Meats Co.,55,lb,9.44,518.25
4710,2024-05-07,seafood,North Fork Seafood,24,lb,15.54,373.38
4711,2024-05-07,pasta_dry,DeCecco Imports,2,case,46.62,91.01
4712,2024-05-07,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,185.52
4713,2024-05-07,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,103.65
4714,2024-05-07,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,583.64
4715,2024-05-07,beer_spirits,Republic National Dist.,2,case,155.4,286.07
4716,2024-05-07,bread_pastry,Fresca Bakehouse LI,82,unit,2.44,200.68
4717,2024-05-07,paper_supplies,Restaurant Depot,1,case,61.05,56.09
4718,2024-05-10,fresh_produce,Island Fresh Farms,4,case,75.48,275.9
4719,2024-05-10,meat_poultry,Tri-State Meats Co.,42,lb,9.44,429.59
4720,2024-05-10,seafood,North Fork Seafood,22,lb,15.54,334.6
4721,2024-05-10,bread_pastry,Fresca Bakehouse LI,77,unit,2.44,188.94
4722,2024-05-14,fresh_produce,Island Fresh Farms,3,case,75.48,225.61
4723,2024-05-14,meat_poultry,Tri-State Meats Co.,39,lb,9.44,355.22
4724,2024-05-14,seafood,North Fork Seafood,25,lb,15.54,354.43
4725,2024-05-14,pasta_dry,DeCecco Imports,3,case,46.62,140.93
4726,2024-05-14,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,198.69
4727,2024-05-14,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,91.51
4728,2024-05-14,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,555.67
4729,2024-05-14,beer_spirits,Republic National Dist.,2,case,155.4,320.36
4730,2024-05-14,bread_pastry,Fresca Bakehouse LI,81,unit,2.44,190.56
4731,2024-05-14,paper_supplies,Restaurant Depot,1,case,61.05,60.57
4732,2024-05-17,fresh_produce,Island Fresh Farms,3,case,75.48,239.32
4733,2024-05-17,meat_poultry,Tri-State Meats Co.,55,lb,9.44,485.74
4734,2024-05-17,seafood,North Fork Seafood,28,lb,15.54,441.95
4735,2024-05-17,bread_pastry,Fresca Bakehouse LI,77,unit,2.44,199.02
4736,2024-05-21,fresh_produce,Island Fresh Farms,3,case,75.48,213.78
4737,2024-05-21,meat_poultry,Tri-State Meats Co.,45,lb,9.44,418.99
4738,2024-05-21,seafood,North Fork Seafood,22,lb,15.54,337.91
4739,2024-05-21,pasta_dry,DeCecco Imports,2,case,46.62,91.55
4740,2024-05-21,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,214.1
4741,2024-05-21,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,100.18
4742,2024-05-21,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,606.21
4743,2024-05-21,beer_spirits,Republic National Dist.,3,case,155.4,485.94
4744,2024-05-21,bread_pastry,Fresca Bakehouse LI,77,unit,2.44,193.7
4745,2024-05-21,paper_supplies,Restaurant Depot,1,case,61.05,60.43
4746,2024-05-24,fresh_produce,Island Fresh Farms,4,case,75.48,317.99
4747,2024-05-24,meat_poultry,Tri-State Meats Co.,49,lb,9.44,446.28
4748,2024-05-24,seafood,North Fork Seafood,27,lb,15.54,408.33
4749,2024-05-24,bread_pastry,Fresca Bakehouse LI,60,unit,2.44,144.79
4750,2024-05-28,fresh_produce,Island Fresh Farms,3,case,75.48,223.26
4751,2024-05-28,meat_poultry,Tri-State Meats Co.,53,lb,9.44,515.12
4752,2024-05-28,seafood,North Fork Seafood,28,lb,15.54,404.2
4753,2024-05-28,pasta_dry,DeCecco Imports,2,case,46.62,97.02
4754,2024-05-28,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,194.0
4755,2024-05-28,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,101.22
4756,2024-05-28,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,602.5
4757,2024-05-28,beer_spirits,Republic National Dist.,2,case,155.4,344.16
4758,2024-05-28,bread_pastry,Fresca Bakehouse LI,76,unit,2.44,189.98
4759,2024-05-28,paper_supplies,Restaurant Depot,1,case,61.05,59.5
4760,2024-05-31,fresh_produce,Island Fresh Farms,3,case,75.48,240.37
4761,2024-05-31,meat_poultry,Tri-State Meats Co.,44,lb,9.44,412.6
4762,2024-05-31,seafood,North Fork Seafood,20,lb,15.54,316.06
4763,2024-05-31,bread_pastry,Fresca Bakehouse LI,68,unit,2.44,165.72
4764,2024-06-04,fresh_produce,Island Fresh Farms,2,case,75.48,147.72
4765,2024-06-04,meat_poultry,Tri-State Meats Co.,56,lb,9.44,532.11
4766,2024-06-04,seafood,North Fork Seafood,20,lb,15.54,314.92
4767,2024-06-04,pasta_dry,DeCecco Imports,2,case,46.62,89.24
4768,2024-06-04,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,205.45
4769,2024-06-04,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,104.3
4770,2024-06-04,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,557.94
4771,2024-06-04,beer_spirits,Republic National Dist.,2,case,155.4,294.1
4772,2024-06-04,bread_pastry,Fresca Bakehouse LI,72,unit,2.44,179.63
4773,2024-06-04,paper_supplies,Restaurant Depot,1,case,61.05,63.28
4774,2024-06-07,fresh_produce,Island Fresh Farms,3,case,75.48,232.4
4775,2024-06-07,meat_poultry,Tri-State Meats Co.,45,lb,9.44,412.73
4776,2024-06-07,seafood,North Fork Seafood,33,lb,15.54,522.56
4777,2024-06-07,bread_pastry,Fresca Bakehouse LI,67,unit,2.44,161.07
4778,2024-06-11,fresh_produce,Island Fresh Farms,3,case,75.48,237.88
4779,2024-06-11,meat_poultry,Tri-State Meats Co.,50,lb,9.44,434.09
4780,2024-06-11,seafood,North Fork Seafood,26,lb,15.54,393.03
4781,2024-06-11,pasta_dry,DeCecco Imports,2,case,46.62,94.05
4782,2024-06-11,dairy_cheese,Murray's Cheese (wholesale),3,case,105.45,318.47
4783,2024-06-11,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,96.35
4784,2024-06-11,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,648.17
4785,2024-06-11,beer_spirits,Republic National Dist.,2,case,155.4,299.61
4786,2024-06-11,bread_pastry,Fresca Bakehouse LI,90,unit,2.44,219.39
4787,2024-06-11,paper_supplies,Restaurant Depot,1,case,61.05,64.81
4788,2024-06-14,fresh_produce,Island Fresh Farms,3,case,75.48,229.4
4789,2024-06-14,meat_poultry,Tri-State Meats Co.,56,lb,9.44,575.46
4790,2024-06-14,seafood,North Fork Seafood,25,lb,15.54,403.21
4791,2024-06-14,bread_pastry,Fresca Bakehouse LI,77,unit,2.44,186.82
4792,2024-06-18,fresh_produce,Island Fresh Farms,3,case,75.48,217.86
4793,2024-06-18,meat_poultry,Tri-State Meats Co.,50,lb,9.44,478.03
4794,2024-06-18,seafood,North Fork Seafood,27,lb,15.54,428.43
4795,2024-06-18,pasta_dry,DeCecco Imports,2,case,46.62,93.67
4796,2024-06-18,dairy_cheese,Murray's Cheese (wholesale),1,case,105.45,104.53
4797,2024-06-18,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,101.37
4798,2024-06-18,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,599.94
4799,2024-06-18,beer_spirits,Republic National Dist.,2,case,155.4,293.37
4800,2024-06-18,bread_pastry,Fresca Bakehouse LI,60,unit,2.44,152.53
4801,2024-06-18,paper_supplies,Restaurant Depot,1,case,61.05,60.94
4802,2024-06-21,fresh_produce,Island Fresh Farms,3,case,75.48,221.56
4803,2024-06-21,meat_poultry,Tri-State Meats Co.,54,lb,9.44,513.56
4804,2024-06-21,seafood,North Fork Seafood,23,lb,15.54,374.0
4805,2024-06-21,bread_pastry,Fresca Bakehouse LI,82,unit,2.44,198.77
4806,2024-06-25,fresh_produce,Island Fresh Farms,3,case,75.48,225.72
4807,2024-06-25,meat_poultry,Tri-State Meats Co.,51,lb,9.44,509.47
4808,2024-06-25,seafood,North Fork Seafood,25,lb,15.54,379.49
4809,2024-06-25,pasta_dry,DeCecco Imports,2,case,46.62,94.46
4810,2024-06-25,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,221.57
4811,2024-06-25,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,94.7
4812,2024-06-25,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,570.46
4813,2024-06-25,beer_spirits,Republic National Dist.,2,case,155.4,285.35
4814,2024-06-25,bread_pastry,Fresca Bakehouse LI,74,unit,2.44,186.29
4815,2024-06-25,paper_supplies,Restaurant Depot,1,case,61.05,59.89
4816,2024-06-28,fresh_produce,Island Fresh Farms,3,case,75.48,225.35
4817,2024-06-28,meat_poultry,Tri-State Meats Co.,47,lb,9.44,431.72
4818,2024-06-28,seafood,North Fork Seafood,27,lb,15.54,408.07
4819,2024-06-28,bread_pastry,Fresca Bakehouse LI,70,unit,2.44,170.38
4820,2024-07-02,fresh_produce,Island Fresh Farms,4,case,75.48,293.34
4821,2024-07-02,meat_poultry,Tri-State Meats Co.,47,lb,9.44,463.59
4822,2024-07-02,seafood,North Fork Seafood,19,lb,15.54,277.69
4823,2024-07-02,pasta_dry,DeCecco Imports,2,case,46.62,96.01
4824,2024-07-02,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,210.37
4825,2024-07-02,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,99.62
4826,2024-07-02,wine_inventory,Sherry-Lehmann Wine,4,case,199.8,786.91
4827,2024-07-02,beer_spirits,Republic National Dist.,2,case,155.4,323.45
4828,2024-07-02,bread_pastry,Fresca Bakehouse LI,82,unit,2.44,206.11
4829,2024-07-02,paper_supplies,Restaurant Depot,1,case,61.05,62.49
4830,2024-07-05,fresh_produce,Island Fresh Farms,3,case,75.48,229.34
4831,2024-07-05,meat_poultry,Tri-State Meats Co.,52,lb,9.44,507.92
4832,2024-07-05,seafood,North Fork Seafood,29,lb,15.54,417.44
4833,2024-07-05,bread_pastry,Fresca Bakehouse LI,65,unit,2.44,151.1
4834,2024-07-09,fresh_produce,Island Fresh Farms,4,case,75.48,295.2
4835,2024-07-09,meat_poultry,Tri-State Meats Co.,49,lb,9.44,460.79
4836,2024-07-09,seafood,North Fork Seafood,27,lb,15.54,425.05
4837,2024-07-09,pasta_dry,DeCecco Imports,2,case,46.62,97.91
4838,2024-07-09,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,196.14
4839,2024-07-09,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,97.28
4840,2024-07-09,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,622.32
4841,2024-07-09,beer_spirits,Republic National Dist.,2,case,155.4,299.55
4842,2024-07-09,bread_pastry,Fresca Bakehouse LI,78,unit,2.44,177.23
4843,2024-07-09,paper_supplies,Restaurant Depot,1,case,61.05,65.61
4844,2024-07-12,fresh_produce,Island Fresh Farms,5,case,75.48,386.52
4845,2024-07-12,meat_poultry,Tri-State Meats Co.,45,lb,9.44,393.89
4846,2024-07-12,seafood,North Fork Seafood,21,lb,15.54,321.14
4847,2024-07-12,bread_pastry,Fresca Bakehouse LI,83,unit,2.44,191.28
4848,2024-07-16,fresh_produce,Island Fresh Farms,3,case,75.48,236.25
4849,2024-07-16,meat_poultry,Tri-State Meats Co.,38,lb,9.44,357.78
4850,2024-07-16,seafood,North Fork Seafood,26,lb,15.54,397.41
4851,2024-07-16,pasta_dry,DeCecco Imports,2,case,46.62,96.24
4852,2024-07-16,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,216.36
4853,2024-07-16,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,100.77
4854,2024-07-16,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,616.08
4855,2024-07-16,beer_spirits,Republic National Dist.,2,case,155.4,303.3
4856,2024-07-16,bread_pastry,Fresca Bakehouse LI,86,unit,2.44,201.44
4857,2024-07-16,paper_supplies,Restaurant Depot,1,case,61.05,60.59
4858,2024-07-19,fresh_produce,Island Fresh Farms,4,case,75.48,284.72
4859,2024-07-19,meat_poultry,Tri-State Meats Co.,51,lb,9.44,492.32
4860,2024-07-19,seafood,North Fork Seafood,26,lb,15.54,396.55
4861,2024-07-19,bread_pastry,Fresca Bakehouse LI,85,unit,2.44,204.53
4862,2024-07-23,fresh_produce,Island Fresh Farms,3,case,75.48,226.78
4863,2024-07-23,meat_poultry,Tri-State Meats Co.,55,lb,9.44,511.53
4864,2024-07-23,seafood,North Fork Seafood,29,lb,15.54,446.32
4865,2024-07-23,pasta_dry,DeCecco Imports,2,case,46.62,87.58
4866,2024-07-23,dairy_cheese,Murray's Cheese (wholesale),1,case,105.45,113.03
4867,2024-07-23,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,101.1
4868,2024-07-23,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,615.16
4869,2024-07-23,beer_spirits,Republic National Dist.,2,case,155.4,321.6
4870,2024-07-23,bread_pastry,Fresca Bakehouse LI,86,unit,2.44,202.12
4871,2024-07-23,paper_supplies,Restaurant Depot,1,case,61.05,59.96
4872,2024-07-26,fresh_produce,Island Fresh Farms,3,case,75.48,233.32
4873,2024-07-26,meat_poultry,Tri-State Meats Co.,54,lb,9.44,562.06
4874,2024-07-26,seafood,North Fork Seafood,25,lb,15.54,362.61
4875,2024-07-26,bread_pastry,Fresca Bakehouse LI,69,unit,2.44,175.31
4876,2024-07-30,fresh_produce,Island Fresh Farms,3,case,75.48,218.67
4877,2024-07-30,meat_poultry,Tri-State Meats Co.,59,lb,9.44,573.39
4878,2024-07-30,seafood,North Fork Seafood,27,lb,15.54,414.93
4879,2024-07-30,pasta_dry,DeCecco Imports,2,case,46.62,95.18
4880,2024-07-30,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,220.56
4881,2024-07-30,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,106.76
4882,2024-07-30,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,607.39
4883,2024-07-30,beer_spirits,Republic National Dist.,2,case,155.4,305.89
4884,2024-07-30,bread_pastry,Fresca Bakehouse LI,86,unit,2.44,205.77
4885,2024-07-30,paper_supplies,Restaurant Depot,1,case,61.05,53.06
4886,2024-08-02,fresh_produce,Island Fresh Farms,4,case,75.48,311.99
4887,2024-08-02,meat_poultry,Tri-State Meats Co.,48,lb,9.44,467.85
4888,2024-08-02,seafood,North Fork Seafood,27,lb,15.54,428.21
4889,2024-08-02,bread_pastry,Fresca Bakehouse LI,83,unit,2.44,186.88
4890,2024-08-06,fresh_produce,Island Fresh Farms,4,case,75.48,303.63
4891,2024-08-06,meat_poultry,Tri-State Meats Co.,47,lb,9.44,411.32
4892,2024-08-06,seafood,North Fork Seafood,23,lb,15.54,330.7
4893,2024-08-06,pasta_dry,DeCecco Imports,2,case,46.62,93.5
4894,2024-08-06,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,203.97
4895,2024-08-06,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,99.06
4896,2024-08-06,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,619.15
4897,2024-08-06,beer_spirits,Republic National Dist.,2,case,155.4,312.93
4898,2024-08-06,bread_pastry,Fresca Bakehouse LI,72,unit,2.44,176.42
4899,2024-08-06,paper_supplies,Restaurant Depot,1,case,61.05,64.86
4900,2024-08-09,fresh_produce,Island Fresh Farms,3,case,75.48,212.77
4901,2024-08-09,meat_poultry,Tri-State Meats Co.,48,lb,9.44,475.73
4902,2024-08-09,seafood,North Fork Seafood,25,lb,15.54,411.56
4903,2024-08-09,bread_pastry,Fresca Bakehouse LI,65,unit,2.44,162.22
4904,2024-08-13,fresh_produce,Island Fresh Farms,4,case,75.48,307.56
4905,2024-08-13,meat_poultry,Tri-State Meats Co.,56,lb,9.44,504.61
4906,2024-08-13,seafood,North Fork Seafood,29,lb,15.54,457.52
4907,2024-08-13,pasta_dry,DeCecco Imports,2,case,46.62,89.22
4908,2024-08-13,dairy_cheese,Murray's Cheese (wholesale),1,case,105.45,106.17
4909,2024-08-13,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,96.66
4910,2024-08-13,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,600.8
4911,2024-08-13,beer_spirits,Republic National Dist.,3,case,155.4,467.89
4912,2024-08-13,bread_pastry,Fresca Bakehouse LI,79,unit,2.44,182.54
4913,2024-08-13,paper_supplies,Restaurant Depot,1,case,61.05,62.1
4914,2024-08-16,fresh_produce,Island Fresh Farms,3,case,75.48,222.4
4915,2024-08-16,meat_poultry,Tri-State Meats Co.,54,lb,9.44,491.37
4916,2024-08-16,seafood,North Fork Seafood,24,lb,15.54,346.66
4917,2024-08-16,bread_pastry,Fresca Bakehouse LI,79,unit,2.44,197.82
4918,2024-08-20,fresh_produce,Island Fresh Farms,3,case,75.48,236.35
4919,2024-08-20,meat_poultry,Tri-State Meats Co.,55,lb,9.44,540.41
4920,2024-08-20,seafood,North Fork Seafood,22,lb,15.54,346.26
4921,2024-08-20,pasta_dry,DeCecco Imports,2,case,46.62,91.03
4922,2024-08-20,dairy_cheese,Murray's Cheese (wholesale),1,case,105.45,97.76
4923,2024-08-20,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,96.76
4924,2024-08-20,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,596.42
4925,2024-08-20,beer_spirits,Republic National Dist.,2,case,155.4,271.39
4926,2024-08-20,bread_pastry,Fresca Bakehouse LI,66,unit,2.44,158.59
4927,2024-08-20,paper_supplies,Restaurant Depot,1,case,61.05,59.32
4928,2024-08-23,fresh_produce,Island Fresh Farms,3,case,75.48,231.46
4929,2024-08-23,meat_poultry,Tri-State Meats Co.,47,lb,9.44,432.41
4930,2024-08-23,seafood,North Fork Seafood,26,lb,15.54,401.74
4931,2024-08-23,bread_pastry,Fresca Bakehouse LI,66,unit,2.44,166.51
4932,2024-08-27,fresh_produce,Island Fresh Farms,3,case,75.48,232.0
4933,2024-08-27,meat_poultry,Tri-State Meats Co.,49,lb,9.44,474.91
4934,2024-08-27,seafood,North Fork Seafood,27,lb,15.54,431.54
4935,2024-08-27,pasta_dry,DeCecco Imports,2,case,46.62,89.2
4936,2024-08-27,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,213.32
4937,2024-08-27,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,95.18
4938,2024-08-27,wine_inventory,Sherry-Lehmann Wine,4,case,199.8,805.43
4939,2024-08-27,beer_spirits,Republic National Dist.,3,case,155.4,457.36
4940,2024-08-27,bread_pastry,Fresca Bakehouse LI,69,unit,2.44,167.61
4941,2024-08-27,paper_supplies,Restaurant Depot,1,case,61.05,61.18
4942,2024-08-30,fresh_produce,Island Fresh Farms,3,case,75.48,229.07
4943,2024-08-30,meat_poultry,Tri-State Meats Co.,53,lb,9.44,473.74
4944,2024-08-30,seafood,North Fork Seafood,22,lb,15.54,371.94
4945,2024-08-30,bread_pastry,Fresca Bakehouse LI,83,unit,2.44,203.25
4946,2024-09-03,fresh_produce,Island Fresh Farms,4,case,75.48,312.03
4947,2024-09-03,meat_poultry,Tri-State Meats Co.,55,lb,9.44,542.18
4948,2024-09-03,seafood,North Fork Seafood,25,lb,15.54,378.77
4949,2024-09-03,pasta_dry,DeCecco Imports,2,case,46.62,89.33
4950,2024-09-03,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,203.22
4951,2024-09-03,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,93.13
4952,2024-09-03,wine_inventory,Sherry-Lehmann Wine,4,case,199.8,849.45
4953,2024-09-03,beer_spirits,Republic National Dist.,2,case,155.4,308.47
4954,2024-09-03,bread_pastry,Fresca Bakehouse LI,78,unit,2.44,194.63
4955,2024-09-03,paper_supplies,Restaurant Depot,1,case,61.05,61.14
4956,2024-09-06,fresh_produce,Island Fresh Farms,3,case,75.48,228.58
4957,2024-09-06,meat_poultry,Tri-State Meats Co.,42,lb,9.44,397.08
4958,2024-09-06,seafood,North Fork Seafood,24,lb,15.54,360.58
4959,2024-09-06,bread_pastry,Fresca Bakehouse LI,76,unit,2.44,171.28
4960,2024-09-10,fresh_produce,Island Fresh Farms,3,case,75.48,249.36
4961,2024-09-10,meat_poultry,Tri-State Meats Co.,55,lb,9.44,545.98
4962,2024-09-10,seafood,North Fork Seafood,28,lb,15.54,436.92
4963,2024-09-10,pasta_dry,DeCecco Imports,2,case,46.62,97.8
4964,2024-09-10,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,221.48
4965,2024-09-10,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,101.53
4966,2024-09-10,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,621.38
4967,2024-09-10,beer_spirits,Republic National Dist.,2,case,155.4,319.04
4968,2024-09-10,bread_pastry,Fresca Bakehouse LI,61,unit,2.44,152.75
4969,2024-09-10,paper_supplies,Restaurant Depot,1,case,61.05,62.08
4970,2024-09-13,fresh_produce,Island Fresh Farms,4,case,75.48,305.31
4971,2024-09-13,meat_poultry,Tri-State Meats Co.,59,lb,9.44,510.5
4972,2024-09-13,seafood,North Fork Seafood,28,lb,15.54,464.96
4973,2024-09-13,bread_pastry,Fresca Bakehouse LI,86,unit,2.44,207.75
4974,2024-09-17,fresh_produce,Island Fresh Farms,4,case,75.48,308.8
4975,2024-09-17,meat_poultry,Tri-State Meats Co.,56,lb,9.44,544.0
4976,2024-09-17,seafood,North Fork Seafood,25,lb,15.54,382.79
4977,2024-09-17,pasta_dry,DeCecco Imports,2,case,46.62,98.39
4978,2024-09-17,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,211.75
4979,2024-09-17,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,103.22
4980,2024-09-17,wine_inventory,Sherry-Lehmann Wine,4,case,199.8,811.46
4981,2024-09-17,beer_spirits,Republic National Dist.,2,case,155.4,316.44
4982,2024-09-17,bread_pastry,Fresca Bakehouse LI,77,unit,2.44,190.56
4983,2024-09-17,paper_supplies,Restaurant Depot,1,case,61.05,56.99
4984,2024-09-20,fresh_produce,Island Fresh Farms,3,case,75.48,231.09
4985,2024-09-20,meat_poultry,Tri-State Meats Co.,60,lb,9.44,573.24
4986,2024-09-20,seafood,North Fork Seafood,25,lb,15.54,393.49
4987,2024-09-20,bread_pastry,Fresca Bakehouse LI,82,unit,2.44,196.84
4988,2024-09-24,fresh_produce,Island Fresh Farms,3,case,75.48,240.15
4989,2024-09-24,meat_poultry,Tri-State Meats Co.,55,lb,9.44,520.67
4990,2024-09-24,seafood,North Fork Seafood,28,lb,15.54,441.61
4991,2024-09-24,pasta_dry,DeCecco Imports,2,case,46.62,92.55
4992,2024-09-24,dairy_cheese,Murray's Cheese (wholesale),2,case,105.45,219.43
4993,2024-09-24,olive_oil_pantry,Liuzzi Italian Imports,1,case,97.68,92.38
4994,2024-09-24,wine_inventory,Sherry-Lehmann Wine,3,case,199.8,604.78
